Date,Species,Tree No,RZ_No,Height,Ht Adj, Rbar_Ht,Dia_1,Dia_2,DRC (cm),PrevDen,Cur_Den,Delta,Accum Dif,Cur DBH,Comments,,
11/18/2011,JUMO,161,4124,NA,0.26,NA,NA,NA,20,6.1,4.6,-1.5,13.8,20.44,,,
11/18/2011,PIED,162,NA,NA,0.28,NA,NA,NA,14.1,6.6,5.5,-1.1,21.6,14.79,,,
11/18/2011,PIED,163,4148,NA,0.2,NA,NA,NA,20.3,6.7,4.1,-2.6,14.4,20.76,,,
11/18/2011,JUMO,164,4171,NA,0.24,NA,NA,NA,19.2,13.3,13.4,0.1,8.5,19.47,,,
11/18/2011,JUMO,165,NA,NA,0.26,NA,NA,NA,30.3,9.3,8.7,-0.6,24.4,31.08,,,
11/18/2011,PIED,166,NA,NA,0.26,NA,NA,NA,29.5,15.4,13.9,-1.5,6.6,29.71,,,
11/18/2011,PIED,167,NA,NA,0.32,NA,NA,NA,9,4.3,2.3,-2,9.5,9.3,,,
11/18/2011,PIED,168,NA,NA,0.25,NA,NA,NA,26.6,5.4,3.1,-2.3,9.8,26.91,,,
11/18/2011,JUMO,169,NA,NA,0.18,NA,NA,NA,26.8,11.7,11.6,-0.1,23,27.53,,,
11/18/2011,JUMO,170,NA,NA,0.36,NA,NA,NA,26.4,5.9,4.9,-1,18.9,27,,,
11/18/2011,JUMO,171,NA,NA,0.1,NA,NA,NA,27.6,7.1,6.4,-0.7,-0.6,27.58,,,
11/18/2011,PIED,172,NA,NA,0.3,NA,NA,NA,25.5,7,4,-3,8.2,25.76,,,
11/18/2011,PIED,173,NA,NA,0.24,NA,NA,NA,6.1,9.4,9,-0.4,22,6.8,,,
11/18/2011,JUMO,174,NA,NA,0.22,NA,NA,NA,14.7,5.3,5.1,-0.2,13.8,15.09,,,
11/18/2011,JUMO,175,NA,NA,0.12,NA,NA,NA,34.5,9.1,7.9,-1.2,37.3,35.69,,,
11/18/2011,JUMO,176,4369,NA,0.18,NA,NA,NA,15.9,4.7,4.5,-0.2,14.5,16.36,,,
11/18/2011,JUMO,177,4150,NA,0.3,NA,NA,NA,24.8,13,11.3,-1.7,6.9,25.02,,,
11/18/2011,PIED,178,4331,NA,0.18,NA,NA,NA,15.6,5.9,3.6,-2.3,30.2,16.56,,,
11/18/2011,PIED,179,NA,NA,0.15,NA,NA,NA,5.4,12.2,11.5,-0.7,6.4,5.6,,,
11/18/2011,JUMO,180,4178,NA,0.22,NA,NA,NA,16.5,5,4.8,-0.2,17.7,17.06,,,
11/18/2011,PIED,181,4182,NA,0.25,NA,NA,NA,22.9,3.9,2.5,-1.4,29.5,23.84,,,
11/18/2011,JUMO,182,4181,NA,0.32,NA,NA,NA,15.7,10.7,10.1,-0.6,4.8,15.85,,,
11/18/2011,JUMO,183,4213,NA,0.18,NA,NA,NA,21.7,13.8,13.8,0,10,22.02,,,
11/18/2011,JUMO,184,4138,NA,0.24,NA,NA,NA,15.7,13.7,14.3,0.6,11.6,16.07,,,
11/18/2011,PIED,185,4191,NA,0.12,NA,NA,NA,15.1,15.6,13,-2.6,46.5,16.58,,,
11/18/2011,PIED,186,4314,NA,0.14,NA,NA,NA,12.8,8,7.1,-0.9,38.6,14.03,,,
11/18/2011,JUMO,187,4328,NA,0.28,NA,NA,NA,24.4,5.5,2.3,-3.2,12,24.78,,,
11/18/2011,PIED,188,4342,NA,0.18,NA,NA,NA,32.6,16.2,12.1,-4.1,28.1,33.49,,,
11/18/2011,PIED,189,NA,NA,0.29,NA,NA,NA,19.4,14.2,12.8,-1.4,8.3,19.66,,,
11/18/2011,PIED,190,NA,NA,0.32,NA,NA,NA,12.3,5.8,5.1,-0.7,-0.6,12.25,,,
11/18/2011,JUMO,191,4080,NA,0.18,NA,NA,NA,19.7,2.8,2.7,-0.1,10.3,20.03,,,
11/18/2011,JUMO,192,4219,NA,0.29,NA,NA,NA,30.3,4.7,4.6,-0.1,14.4,30.76,,,
11/18/2011,JUMO,193,4345,NA,0.22,NA,NA,NA,25.2,8.1,8,-0.1,23.6,25.95,,,
11/18/2011,PIED,194,NA,NA,0.24,NA,NA,NA,7.9,6.6,5.5,-1.1,47.5,9.41,,,
11/18/2011,JUMO,195,4196,NA,0.3,NA,NA,NA,13.4,4,3.8,-0.2,15,13.88,,,
11/18/2011,PIED,196,NA,NA,0.24,NA,NA,NA,9.4,19.6,19.6,0,33.5,10.47,,,
11/18/2011,JUMO,197,NA,NA,0.34,NA,NA,NA,17.6,13.9,13,-0.9,8.3,17.86,,,
11/18/2011,PIED,198,4115,NA,0.1,NA,NA,NA,16.2,17.2,16.5,-0.7,9,16.49,,,
11/18/2011,PIED,199,NA,NA,0.3,NA,NA,NA,7,9,8.5,-0.5,25,7.8,,,
11/18/2011,PIED,200,NA,NA,0.2,NA,NA,NA,10.4,13.5,13.2,-0.3,26.1,11.23,,,
3/14/2012,PIED,421,NA,NA,0.2,NA,NA,NA,22.1,4.7,4.9,0.2,-6.9,21.88,,,
3/14/2012,PIED,425,NA,NA,-0.05,NA,NA,NA,14,5,5.2,0.2,-6,13.78,,,
3/14/2012,PIED,419,NA,NA,0.45,NA,NA,NA,9.4,1.4,1.6,0.2,-3.9,9.27,,,
3/14/2012,PIED,430,NA,NA,0.15,NA,NA,NA,27.4,6.5,6.5,0,-3.5,27.32,,,
3/14/2012,PIED,414,NA,NA,-0.1,NA,NA,NA,19.8,1.3,0.8,-0.5,-2.5,19.73,Slipped reset to5.5,,
3/14/2012,PIED,404,NA,NA,0.4,NA,NA,NA,6.6,2.4,2.5,0.1,-0.4,6.59,,,
3/14/2012,JUMO,412,NA,NA,0.15,NA,NA,NA,14,3.8,4.2,0.4,-2.8,13.88,,,
3/14/2012,JUMO,430.2,NA,NA,0.25,NA,NA,NA,20.3,3.4,3.8,0.4,-12.5,19.92,,,
3/14/2012,JUMO,408.2,NA,NA,0.3,NA,NA,NA,28.7,1.9,3.5,1.6,-5.1,28.54,,,
3/14/2012,JUMO,401.2,NA,NA,0.95,NA,NA,NA,20.1,4.2,,,-8.5,19.8,Slipped reset to 4.1,,
3/14/2012,JUMO,402.2,NA,NA,0.4,NA,NA,NA,7.1,6.5,5.3,-1.2,-0.1,7.11,,,
3/14/2012,PIED,442,NA,NA,0.1,NA,NA,NA,16.5,10.8,8.1,-2.7,-0.2,16.5,,,
3/14/2012,PIED,450,NA,NA,0.65,NA,NA,NA,14.7,7.6,5.1,-2.5,-2.3,14.66,,,
3/14/2012,PIED,469,NA,NA,0.2,NA,NA,NA,11.4,5.2,3.5,-1.7,0.5,11.45,,,
3/14/2012,PIED,462,NA,NA,0.65,NA,NA,NA,20.1,2.4,,,-5.9,19.88,Slipped reset to 4.9,,
3/14/2012,PIED,473,NA,NA,0.45,NA,NA,NA,7.4,3.7,3.3,-0.4,-1.9,7.31,,,
3/14/2012,JUMO,463,NA,NA,0.8,NA,NA,NA,6.6,3.5,3.4,-0.1,0.8,6.63,,,
3/14/2012,JUMO,468,NA,NA,0.65,NA,NA,NA,8.1,3.6,3.7,0.1,-4.8,7.98,,,
3/14/2012,JUMO,462.2,NA,NA,0.45,NA,NA,NA,15.5,5.9,5.6,-0.3,-3.4,15.39,,,
3/14/2012,JUMO,456,NA,NA,0.2,NA,NA,NA,13.7,1.4,1.2,-0.2,-2.5,13.64,,,
3/14/2012,JUMO,457.2,NA,NA,0.3,NA,NA,NA,30.2,4.7,6.1,1.4,-5.6,30.05,,,
3/14/2012,PIED,480,NA,NA,0.35,NA,NA,NA,6.4,8.5,8.9,0.4,1.6,6.4,,,
3/14/2012,PIED,479,NA,NA,0.3,NA,NA,NA,14.2,6.2,6,-0.2,0.4,14.24,,,
3/14/2012,PIED,512,NA,NA,0.4,NA,NA,NA,25.7,5.7,6.7,1,-2.1,25.59,,,
3/14/2012,PIED,514,NA,NA,0.1,NA,NA,NA,18.2,2.7,2.2,-0.5,-4.1,18.03,,,
3/14/2012,PIED,525,NA,NA,0.3,NA,NA,NA,11.2,2.5,2,-0.5,-7.1,10.95,,,
3/14/2012,JUMO,511,NA,NA,0.5,NA,NA,NA,22.6,5.8,,,-3.8,22.49,Slipped reset to 7.3,,
3/14/2012,JUMO,500.2,NA,NA,0.4,NA,NA,NA,22.9,1.4,,,-6.8,22.64,Slipped reset to 5.6,,
3/14/2012,JUMO,501.2,NA,NA,0.2,NA,NA,NA,18,2.4,,,-1.2,18,Slipped reset to 5.5 Didn't want to hold,,
3/14/2012,JUMO,502.2,NA,NA,1.5,NA,NA,NA,7.5,5.1,4.9,-0.2,-2.8,7.4,,,
3/14/2012,JUMO,522.2,NA,NA,0.4,NA,NA,NA,13.7,2.9,2,-0.9,-3.9,13.59,,,
3/14/2012,PIED,585,NA,NA,0.1,NA,NA,NA,5.1,5.5,5.7,0.2,-3.9,4.96,,,
3/14/2012,PIED,535,NA,NA,0.25,NA,NA,NA,13.5,3.9,3.9,0,-3.9,13.34,,,
3/14/2012,PIED,567,NA,NA,0.1,NA,NA,NA,17.5,3.5,5.6,2.1,-2.1,17.46,,,
3/14/2012,PIED,542,NA,NA,-0.8,NA,NA,NA,24.4,3,3.4,0.4,-4.8,24.23,,,
3/14/2012,PIED,531,NA,NA,0.4,NA,NA,NA,15.7,2.2,3.2,1,-5.8,15.56,,,
3/14/2012,JUMO,533,NA,NA,0.4,NA,NA,NA,22.6,3.5,3.5,0,-2.9,22.51,,,
3/14/2012,JUMO,594,NA,NA,0.05,NA,NA,NA,16.5,3.5,3.8,0.3,-4,16.38,,,
3/14/2012,JUMO,587,NA,NA,0.5,NA,NA,NA,27.2,2.5,2.1,-0.4,-8.5,26.91,,,
3/14/2012,JUMO,540,NA,NA,-0.4,NA,NA,NA,20.3,3.6,4.1,0.5,-2.2,20.25,,,
3/14/2012,JUMO,557,NA,NA,0.6,NA,NA,NA,9.9,2.1,2.2,0.1,-6.7,9.69,,,
3/14/2012,PIED,160,NA,NA,0.28,NA,NA,NA,34.3,3.9,2.6,-1.3,20.2,34.94,,,
3/14/2012,JUMO,161,4124,NA,0.26,NA,NA,NA,20,4.6,5.2,0.6,14.4,20.46,,,
3/14/2012,PIED,162,NA,NA,0.28,NA,NA,NA,14.1,5.5,4.9,-0.6,21,14.77,,,
3/14/2012,PIED,163,4148,NA,0.2,NA,NA,NA,20.3,4.1,5,0.9,15.3,20.79,,,
3/14/2012,JUMO,164,4171,NA,0.24,NA,NA,NA,19.2,13.4,13.2,-0.2,8.3,19.46,,,
3/14/2012,JUMO,165,NA,NA,0.26,NA,NA,NA,30.3,8.7,9.9,1.2,25.6,31.11,,,
3/14/2012,PIED,166,NA,NA,0.26,NA,NA,NA,29.5,13.9,14.1,0.2,6.8,29.72,,,
3/14/2012,PIED,167,NA,NA,0.32,NA,NA,NA,9,2.3,2.2,-0.1,9.4,9.3,,,
3/14/2012,PIED,168,NA,NA,0.25,NA,NA,NA,26.6,3.1,3.1,0,9.8,26.91,,,
3/14/2012,JUMO,169,NA,NA,0.18,NA,NA,NA,26.8,11.6,12.5,0.9,23.9,27.56,,,
3/14/2012,JUMO,170,NA,NA,0.36,NA,NA,NA,26.4,4.9,5,0.1,19,27,,,
3/14/2012,JUMO,171,NA,NA,0.1,NA,NA,NA,27.6,6.4,7.2,0.8,0.2,27.61,,,
3/14/2012,PIED,172,NA,NA,0.3,NA,NA,NA,25.5,4,3.9,-0.1,8.1,25.76,,,
3/14/2012,PIED,173,NA,NA,0.24,NA,NA,NA,6.1,9,7.9,-1.1,20.9,6.77,,,
3/14/2012,JUMO,174,NA,NA,0.22,NA,NA,NA,14.7,5.1,3,-2.1,11.7,15.02,,,
3/14/2012,JUMO,175,NA,NA,0.12,NA,NA,NA,34.5,7.9,9.5,1.6,38.9,35.74,,,
3/14/2012,JUMO,176,4369,NA,0.18,NA,NA,NA,15.9,4.5,5,0.5,15,16.38,,,
3/14/2012,JUMO,177,4150,NA,0.3,NA,NA,NA,24.8,11.3,11.6,0.3,7.2,25.03,,,
3/14/2012,PIED,178,4331,NA,0.18,NA,NA,NA,15.6,3.6,3.9,0.3,30.5,16.57,,,
3/14/2012,PIED,179,NA,NA,0.15,NA,NA,NA,5.4,11.5,12.6,1.1,7.5,5.64,,,
3/14/2012,JUMO,180,4178,NA,0.22,NA,NA,NA,16.5,4.8,4,-0.8,16.9,17.04,,,
3/14/2012,PIED,181,4182,NA,0.25,NA,NA,NA,22.9,2.5,3.8,1.3,30.8,23.88,,,
3/14/2012,JUMO,182,4181,NA,0.32,NA,NA,NA,15.7,10.1,11,0.9,5.7,15.88,,,
3/14/2012,JUMO,183,4213,NA,0.18,NA,NA,NA,21.7,13.8,14.3,0.5,10.5,22.03,,,
3/14/2012,JUMO,184,4138,NA,0.24,NA,NA,NA,15.7,14.3,12.9,-1.4,10.2,16.02,,,
3/14/2012,PIED,185,4191,NA,0.12,NA,NA,NA,15.1,13,14,1,47.5,16.61,,,
3/14/2012,PIED,186,4314,NA,0.14,NA,NA,NA,12.8,7.1,6,-1.1,37.5,13.99,,,
3/14/2012,JUMO,187,4328,NA,0.28,NA,NA,NA,24.4,2.3,3,0.7,12.7,24.8,,,
3/14/2012,PIED,188,4342,NA,0.18,NA,NA,NA,32.6,12.1,12.7,0.6,28.7,33.51,,,
3/14/2012,PIED,189,NA,NA,0.29,NA,NA,NA,19.4,12.8,13.3,0.5,8.8,19.68,,,
3/14/2012,PIED,190,NA,NA,0.32,NA,NA,NA,12.3,5.1,5.2,0.1,-0.5,12.25,,,
3/14/2012,JUMO,191,4080,NA,0.18,NA,NA,NA,19.7,2.7,4.2,1.5,11.8,20.08,,,
3/14/2012,JUMO,192,4219,NA,0.29,NA,NA,NA,30.3,4.6,6.8,2.2,16.6,30.83,,,
3/14/2012,JUMO,193,4345,NA,0.22,NA,NA,NA,25.2,8,8.1,0.1,23.7,25.95,,,
3/14/2012,PIED,194,NA,NA,0.24,NA,NA,NA,7.9,5.5,5.3,-0.2,47.3,9.41,,,
3/14/2012,JUMO,195,4196,NA,0.3,NA,NA,NA,13.4,3.8,3.3,-0.5,14.5,13.86,,,
3/14/2012,PIED,196,NA,NA,0.24,NA,NA,NA,9.4,19.6,18.4,-1.2,32.3,10.43,,,
3/14/2012,JUMO,197,NA,NA,0.34,NA,NA,NA,17.6,13,13.2,0.2,8.5,17.87,,,
3/14/2012,PIED,198,4115,NA,0.1,NA,NA,NA,16.2,16.5,17.1,0.6,9.6,16.51,,,
3/14/2012,PIED,199,NA,NA,0.3,NA,NA,NA,7,8.5,9.3,0.8,25.8,7.82,,,
3/14/2012,PIED,200,NA,NA,0.2,NA,NA,NA,10.4,13.2,14.6,1.4,27.5,11.28,,,
4/17/2012,PIED,421,NA,NA,0.2,NA,NA,NA,22.1,4.9,6.1,1.2,-5.7,21.92,,,
4/17/2012,PIED,425,NA,NA,-0.05,NA,NA,NA,14,5.2,5.9,0.7,-5.3,13.8,,,
4/17/2012,PIED,419,NA,NA,0.45,NA,NA,NA,9.4,1.6,2.3,0.7,-3.2,9.3,,,
4/17/2012,PIED,430,NA,NA,0.15,NA,NA,NA,27.4,6.5,7.8,1.3,-2.2,27.36,,,
4/17/2012,PIED,414,NA,NA,-0.1,NA,NA,NA,19.8,5.5,5.9,0.4,-2.1,19.75,,,
4/17/2012,PIED,404,NA,NA,0.4,NA,NA,NA,6.6,2.5,3.7,1.2,0.8,6.63,,,
4/17/2012,JUMO,412,NA,NA,0.15,NA,NA,NA,14,4.2,3.6,-0.6,-3.4,13.86,,,
4/17/2012,JUMO,430.2,NA,NA,0.25,NA,NA,NA,20.3,3.8,4.5,0.7,-11.8,19.94,,,
4/17/2012,JUMO,408.2,NA,NA,0.3,NA,NA,NA,28.7,3.5,3.7,0.2,-4.9,28.55,,,
4/17/2012,JUMO,401.2,NA,NA,0.95,NA,NA,NA,20.1,4.1,3.7,-0.4,-8.9,19.78,,,
4/17/2012,JUMO,402.2,NA,NA,0.4,NA,NA,NA,7.1,5.3,6.3,1,0.9,7.14,,,
4/17/2012,PIED,442,NA,NA,0.1,NA,NA,NA,16.5,8.1,8.7,0.6,0.4,16.52,,,
4/17/2012,PIED,450,NA,NA,0.65,NA,NA,NA,14.7,5.1,6.4,1.3,-1,14.7,,,
4/17/2012,PIED,469,NA,NA,0.2,NA,NA,NA,11.4,3.5,4.3,0.8,1.3,11.47,,,
4/17/2012,PIED,462,NA,NA,0.65,NA,NA,NA,20.1,4.9,6.1,1.2,-4.7,19.92,,,
4/17/2012,PIED,473,NA,NA,0.45,NA,NA,NA,7.4,3.3,3.3,0,-1.9,7.31,,,
4/17/2012,JUMO,463,NA,NA,0.8,NA,NA,NA,6.6,3.4,3.7,0.3,1.1,6.64,,,
4/17/2012,JUMO,468,NA,NA,0.65,NA,NA,NA,8.1,3.7,4.5,0.8,-4,8,,,
4/17/2012,JUMO,462.2,NA,NA,0.45,NA,NA,NA,15.5,5.6,6.5,0.9,-2.5,15.41,,,
4/17/2012,JUMO,456,NA,NA,0.2,NA,NA,NA,13.7,1.2,1.5,0.3,-2.2,13.65,,,
4/17/2012,JUMO,457.2,NA,NA,0.3,NA,NA,NA,30.2,6.1,6.4,0.3,-5.3,30.06,,,
4/17/2012,PIED,480,NA,NA,0.35,NA,NA,NA,6.4,8.9,10.8,1.9,3.5,6.46,,,
4/17/2012,PIED,479,NA,NA,0.3,NA,NA,NA,14.2,6,7.5,1.5,1.9,14.28,,,
4/17/2012,PIED,512,NA,NA,0.4,NA,NA,NA,25.7,6.7,8.1,1.4,-0.7,25.63,,,
4/17/2012,PIED,514,NA,NA,0.1,NA,NA,NA,18.2,2.2,3,0.8,-3.3,18.06,,,
4/17/2012,PIED,525,NA,NA,0.3,NA,NA,NA,11.2,2,2.8,0.8,-6.3,10.98,,,
4/17/2012,JUMO,511,NA,NA,0.5,NA,NA,NA,22.6,7.3,5.2,-2.1,-5.9,22.42,,,
4/17/2012,JUMO,500.2,NA,NA,0.4,NA,NA,NA,22.9,5.6,5,-0.6,-7.4,22.62,,,
4/17/2012,JUMO,501.2,NA,NA,0.2,NA,NA,NA,18,5.5,6.5,1,-0.2,18.03,,,
4/17/2012,JUMO,502.2,NA,NA,1.5,NA,NA,NA,7.5,4.9,5.1,0.2,-2.6,7.41,,,
4/17/2012,JUMO,522.2,NA,NA,0.4,NA,NA,NA,13.7,2,4.6,2.6,-1.3,13.67,,,
4/17/2012,PIED,585,NA,NA,0.1,NA,NA,NA,5.1,5.7,5.2,-0.5,-4.4,4.94,,,
4/17/2012,PIED,535,NA,NA,0.25,NA,NA,NA,13.5,3.9,4.1,0.2,-3.7,13.34,,,
4/17/2012,PIED,567,NA,NA,0.1,NA,NA,NA,17.5,5.6,3.8,-1.8,-3.9,17.4,,,
4/17/2012,PIED,542,NA,NA,-0.8,NA,NA,NA,24.4,3.4,4.1,0.7,-4.1,24.25,,,
4/17/2012,PIED,531,NA,NA,0.4,NA,NA,NA,15.7,3.2,3.5,0.3,-5.5,15.57,,,
4/17/2012,JUMO,533,NA,NA,0.4,NA,NA,NA,22.6,3.5,3.8,0.3,-2.6,22.52,,,
4/17/2012,JUMO,594,NA,NA,0.05,NA,NA,NA,16.5,3.8,3.2,-0.6,-4.6,16.36,,,
4/17/2012,JUMO,587,NA,NA,0.5,NA,NA,NA,27.2,2.1,1.2,-0.9,-9.4,26.88,,,
4/17/2012,JUMO,540,NA,NA,-0.4,NA,NA,NA,20.3,4.1,4.3,0.2,-2,20.26,,,
4/17/2012,JUMO,557,NA,NA,0.6,NA,NA,NA,9.9,2.2,2.1,-0.1,-6.8,9.69,,,
4/17/2012,PIED,160,NA,NA,0.28,NA,NA,NA,34.3,2.6,4.6,2,22.2,35.01,,,
4/17/2012,JUMO,161,4124,NA,0.26,NA,NA,NA,20,5.2,5.8,0.6,15,20.48,,,
4/17/2012,PIED,162,NA,NA,0.28,NA,NA,NA,14.1,4.9,6.4,1.5,22.5,14.82,,,
4/17/2012,PIED,163,4148,NA,0.2,NA,NA,NA,20.3,5,6.2,1.2,16.5,20.83,,,
4/17/2012,JUMO,164,4171,NA,0.24,NA,NA,NA,19.2,13.2,13.9,0.7,9,19.49,,,
4/17/2012,JUMO,165,NA,NA,0.26,NA,NA,NA,30.3,9.9,10.5,0.6,26.2,31.13,,,
4/17/2012,PIED,166,NA,NA,0.26,NA,NA,NA,29.5,14.1,15.1,1,7.8,29.75,,,
4/17/2012,PIED,167,NA,NA,0.32,NA,NA,NA,9,2.2,,,9.4,9.3,,,
4/17/2012,PIED,168,NA,NA,0.25,NA,NA,NA,26.6,3.1,6,2.9,12.7,27,,,
4/17/2012,JUMO,169,NA,NA,0.18,NA,NA,NA,26.8,12.5,13.2,0.7,24.6,27.58,,,
4/17/2012,JUMO,170,NA,NA,0.36,NA,NA,NA,26.4,5,7.1,2.1,21.1,27.07,,,
4/17/2012,JUMO,171,NA,NA,0.1,NA,NA,NA,27.6,7.2,8.1,0.9,1.1,27.64,,,
4/17/2012,PIED,172,NA,NA,0.3,NA,NA,NA,25.5,3.9,5,1.1,9.2,25.79,,,
4/17/2012,PIED,173,NA,NA,0.24,NA,NA,NA,6.1,7.9,8.9,1,21.9,6.8,,,
4/17/2012,JUMO,174,NA,NA,0.22,NA,NA,NA,14.7,3,4.1,1.1,12.8,15.06,,,
4/17/2012,JUMO,175,NA,NA,0.12,NA,NA,NA,34.5,9.5,9.4,-0.1,38.8,35.74,,,
4/17/2012,JUMO,176,4369,NA,0.18,NA,NA,NA,15.9,5,5.3,0.3,15.3,16.39,,,
4/17/2012,JUMO,177,4150,NA,0.3,NA,NA,NA,24.8,11.6,12.5,0.9,8.1,25.06,,,
4/17/2012,PIED,178,4331,NA,0.18,NA,NA,NA,15.6,3.9,5.5,1.6,32.1,16.62,,,
4/17/2012,PIED,179,NA,NA,0.15,NA,NA,NA,5.4,12.6,12.9,0.3,7.8,5.65,,,
4/17/2012,JUMO,180,4178,NA,0.22,NA,NA,NA,16.5,4,5.5,1.5,18.4,17.09,,,
4/17/2012,PIED,181,4182,NA,0.25,NA,NA,NA,22.9,3.8,4.5,0.7,31.5,23.9,,,
4/17/2012,JUMO,182,4181,NA,0.32,NA,NA,NA,15.7,11,11.3,0.3,6,15.89,,,
4/17/2012,JUMO,183,4213,NA,0.18,NA,NA,NA,21.7,14.3,14.3,0,10.5,22.03,,,
4/17/2012,JUMO,184,4138,NA,0.24,NA,NA,NA,15.7,12.9,14.3,1.4,11.6,16.07,,,
4/17/2012,PIED,185,4191,NA,0.12,NA,NA,NA,15.1,14,15.2,1.2,48.7,16.65,,,
4/17/2012,PIED,186,4314,NA,0.14,NA,NA,NA,12.8,6,7.2,1.2,38.7,14.03,,,
4/17/2012,JUMO,187,4328,NA,0.28,NA,NA,NA,24.4,3,3.7,0.7,13.4,24.83,,,
4/17/2012,PIED,188,4342,NA,0.18,NA,NA,NA,32.6,12.7,13.4,0.7,29.4,33.54,,,
4/17/2012,PIED,189,NA,NA,0.29,NA,NA,NA,19.4,13.3,13.8,0.5,9.3,19.7,,,
4/17/2012,PIED,190,NA,NA,0.32,NA,NA,NA,12.3,5.2,6,0.8,0.3,12.28,,,
4/17/2012,JUMO,191,4080,NA,0.18,NA,NA,NA,19.7,4.2,4,-0.2,11.6,20.07,,,
4/17/2012,JUMO,192,4219,NA,0.29,NA,NA,NA,30.3,6.8,7,0.2,16.8,30.83,,,
4/17/2012,JUMO,193,4345,NA,0.22,NA,NA,NA,25.2,8.1,9.6,1.5,25.2,26,,,
4/17/2012,PIED,194,NA,NA,0.24,NA,NA,NA,7.9,5.3,7.2,1.9,49.2,9.47,,,
4/17/2012,JUMO,195,4196,NA,0.3,NA,NA,NA,13.4,3.3,3.3,0,14.5,13.86,,,
4/17/2012,PIED,196,NA,NA,0.24,NA,NA,NA,9.4,18.4,19.5,1.1,33.4,10.46,,,
4/17/2012,JUMO,197,NA,NA,0.34,NA,NA,NA,17.6,13.2,14,0.8,9.3,17.9,,,
4/17/2012,PIED,198,4115,NA,0.1,NA,NA,NA,16.2,17.1,17.8,0.7,10.3,16.53,,,
4/17/2012,PIED,199,NA,NA,0.3,NA,NA,NA,7,9.3,9.8,0.5,26.3,7.84,,,
4/17/2012,PIED,200,NA,NA,0.2,NA,NA,NA,10.4,14.6,14.9,0.3,27.8,11.28,,,
6/12/2012,PIED,421,NA,NA,0.2,NA,NA,NA,22.1,6.1,6.1,0,-5.7,21.92,,,
6/12/2012,PIED,425,NA,NA,-0.05,NA,NA,NA,14,5.9,5.8,-0.1,-5.4,13.8,,,
6/12/2012,PIED,419,NA,NA,0.45,NA,NA,NA,9.4,2.3,4.1,1.8,-1.4,9.35,,,
6/12/2012,PIED,430,NA,NA,0.15,NA,NA,NA,27.4,7.8,7.8,0,-2.2,27.36,,,
6/12/2012,PIED,414,NA,NA,-0.1,NA,NA,NA,19.8,5.9,5.7,-0.2,-2.3,19.74,,,
6/12/2012,PIED,404,NA,NA,0.4,NA,NA,NA,6.6,3.7,5.9,2.2,3,6.7,,,
6/12/2012,JUMO,412,NA,NA,0.15,NA,NA,NA,14,3.6,2.7,-0.9,-4.3,13.83,,,
6/12/2012,JUMO,430.2,NA,NA,0.25,NA,NA,NA,20.3,4.5,3.6,-0.9,-12.7,19.92,,,
6/12/2012,JUMO,408.2,NA,NA,0.3,NA,NA,NA,28.7,3.7,2.8,-0.9,-5.8,28.52,,,
6/12/2012,JUMO,401.2,NA,NA,0.95,NA,NA,NA,20.1,3.7,3.3,-0.4,-9.3,19.77,,,
6/12/2012,JUMO,402.2,NA,NA,0.4,NA,NA,NA,7.1,6.3,5.4,-0.9,0,7.11,,,
6/12/2012,PIED,442,NA,NA,0.1,NA,NA,NA,16.5,8.7,8.9,0.2,0.6,16.53,,,
6/12/2012,PIED,450,NA,NA,0.65,NA,NA,NA,14.7,6.4,6.4,0,-1,14.7,,,
6/12/2012,PIED,469,NA,NA,0.2,NA,NA,NA,11.4,4.3,5.8,1.5,2.8,11.52,,,
6/12/2012,PIED,462,NA,NA,0.65,NA,NA,NA,20.1,6.1,6,-0.1,-4.8,19.91,,,
6/12/2012,PIED,473,NA,NA,0.45,NA,NA,NA,7.4,3.3,2.2,-1.1,-3,7.27,,,
6/12/2012,JUMO,463,NA,NA,0.8,NA,NA,NA,6.6,3.7,3,-0.7,0.4,6.62,,,
6/12/2012,JUMO,468,NA,NA,0.65,NA,NA,NA,8.1,4.5,4.5,0,-4,8,,,
6/12/2012,JUMO,462.2,NA,NA,0.45,NA,NA,NA,15.5,6.5,5.7,-0.8,-3.3,15.39,,,
6/12/2012,JUMO,456,NA,NA,0.2,NA,NA,NA,13.7,1.5,1.7,0.2,-2,13.65,,,
6/12/2012,JUMO,457.2,NA,NA,0.3,NA,NA,NA,30.2,6.4,5.4,-1,-6.3,30.03,,,
6/12/2012,PIED,480,NA,NA,0.35,NA,NA,NA,6.4,10.8,13.6,2.8,6.3,6.55,,,
6/12/2012,PIED,479,NA,NA,0.3,NA,NA,NA,14.2,7.5,8.4,0.9,2.8,14.31,,,
6/12/2012,PIED,512,NA,NA,0.4,NA,NA,NA,25.7,8.1,7.7,-0.4,-1.1,25.62,,,
6/12/2012,PIED,514,NA,NA,0.1,NA,NA,NA,18.2,3,2.8,-0.2,-3.5,18.05,,,
6/12/2012,PIED,525,NA,NA,0.3,NA,NA,NA,11.2,2.8,3.1,0.3,-6,10.99,,,
6/12/2012,JUMO,511,NA,NA,0.5,NA,NA,NA,22.6,5.2,3.2,-2,-7.9,22.35,,,
6/12/2012,JUMO,500.2,NA,NA,0.4,NA,NA,NA,22.9,5,4.7,-0.3,-7.7,22.61,,,
6/12/2012,JUMO,501.2,NA,NA,0.2,NA,NA,NA,18,6.5,6.2,-0.3,-0.5,18.02,,,
